Datum von;Datum bis;Zeitpunkt;Skalierter Netzlast [MWh]
2028-01-02 23:45:00;2028-01-03 00:00:00;2028-01-02 23:52:30;15458,110787310938
2028-01-03 00:00:00;2028-01-03 00:15:00;2028-01-03 00:07:30;15174,16164439655
2028-01-03 00:15:00;2028-01-03 00:30:00;2028-01-03 00:22:30;14918,40603340274
2028-01-03 00:30:00;2028-01-03 00:45:00;2028-01-03 00:37:30;14736,49062505806
2028-01-03 00:45:00;2028-01-03 01:00:00;2028-01-03 00:52:30;14562,966148832602
2028-01-03 01:00:00;2028-01-03 01:15:00;2028-01-03 01:07:30;14380,379465918384
2028-01-03 01:15:00;2028-01-03 01:30:00;2028-01-03 01:22:30;14212,560823533995
2028-01-03 01:30:00;2028-01-03 01:45:00;2028-01-03 01:37:30;14168,592339229284
2028-01-03 01:45:00;2028-01-03 02:00:00;2028-01-03 01:52:30;14140,398807308708
2028-01-03 02:00:00;2028-01-03 02:15:00;2028-01-03 02:07:30;14052,461838699286
2028-01-03 02:15:00;2028-01-03 02:30:00;2028-01-03 02:22:30;13987,012568169375
2028-01-03 02:30:00;2028-01-03 02:45:00;2028-01-03 02:37:30;14064,544780950962
2028-01-03 02:45:00;2028-01-03 03:00:00;2028-01-03 02:52:30;14036,686886315154
2028-01-03 03:00:00;2028-01-03 03:15:00;2028-01-03 03:07:30;14022,590120354866
2028-01-03 03:15:00;2028-01-03 03:30:00;2028-01-03 03:22:30;13973,251439493855
2028-01-03 03:30:00;2028-01-03 03:45:00;2028-01-03 03:37:30;14057,832035255587
2028-01-03 03:45:00;2028-01-03 04:00:00;2028-01-03 03:52:30;14131,672237904719
2028-01-03 04:00:00;2028-01-03 04:15:00;2028-01-03 04:07:30;14342,452452739513
2028-01-03 04:15:00;2028-01-03 04:30:00;2028-01-03 04:22:30;14497,852515587458
2028-01-03 04:30:00;2028-01-03 04:45:00;2028-01-03 04:37:30;14717,35929982624
2028-01-03 04:45:00;2028-01-03 05:00:00;2028-01-03 04:52:30;14801,604258303203
2028-01-03 05:00:00;2028-01-03 05:15:00;2028-01-03 05:07:30;15061,723153999008
2028-01-03 05:15:00;2028-01-03 05:30:00;2028-01-03 05:22:30;15238,604003072156
2028-01-03 05:30:00;2028-01-03 05:45:00;2028-01-03 05:37:30;15434,280540092353
2028-01-03 05:45:00;2028-01-03 06:00:00;2028-01-03 05:52:30;15840,737291947347
2028-01-03 06:00:00;2028-01-03 06:15:00;2028-01-03 06:07:30;16486,167790557713
2028-01-03 06:15:00;2028-01-03 06:30:00;2028-01-03 06:22:30;16860,4033630749
2028-01-03 06:30:00;2028-01-03 06:45:00;2028-01-03 06:37:30;17261,154281088824
2028-01-03 06:45:00;2028-01-03 07:00:00;2028-01-03 06:52:30;17667,27539565905
2028-01-03 07:00:00;2028-01-03 07:15:00;2028-01-03 07:07:30;18174,423332944676
2028-01-03 07:15:00;2028-01-03 07:30:00;2028-01-03 07:22:30;18654,7202874488
2028-01-03 07:30:00;2028-01-03 07:45:00;2028-01-03 07:37:30;18970,89060970099
2028-01-03 07:45:00;2028-01-03 08:00:00;2028-01-03 07:52:30;19239,064800231245
2028-01-03 08:00:00;2028-01-03 08:15:00;2028-01-03 08:07:30;19434,405699966675
2028-01-03 08:15:00;2028-01-03 08:30:00;2028-01-03 08:22:30;19542,145268377455
2028-01-03 08:30:00;2028-01-03 08:45:00;2028-01-03 08:37:30;19671,029985728666
2028-01-03 08:45:00;2028-01-03 09:00:00;2028-01-03 08:52:30;19709,292636192306
2028-01-03 09:00:00;2028-01-03 09:15:00;2028-01-03 09:07:30;19744,870188377798
2028-01-03 09:15:00;2028-01-03 09:30:00;2028-01-03 09:22:30;19955,98604049736
2028-01-03 09:30:00;2028-01-03 09:45:00;2028-01-03 09:37:30;20010,359280629902
2028-01-03 09:45:00;2028-01-03 10:00:00;2028-01-03 09:52:30;19986,864670696086
2028-01-03 10:00:00;2028-01-03 10:15:00;2028-01-03 10:07:30;20046,27247010016
2028-01-03 10:15:00;2028-01-03 10:30:00;2028-01-03 10:22:30;20132,19561500097
2028-01-03 10:30:00;2028-01-03 10:45:00;2028-01-03 10:37:30;20188,247041557355
2028-01-03 10:45:00;2028-01-03 11:00:00;2028-01-03 10:52:30;20263,094156060793
2028-01-03 11:00:00;2028-01-03 11:15:00;2028-01-03 11:07:30;20288,93822698799
2028-01-03 11:15:00;2028-01-03 11:30:00;2028-01-03 11:22:30;20431,58407301472
2028-01-03 11:30:00;2028-01-03 11:45:00;2028-01-03 11:37:30;20549,057122683796
2028-01-03 11:45:00;2028-01-03 12:00:00;2028-01-03 11:52:30;20578,593203743447
2028-01-03 12:00:00;2028-01-03 12:15:00;2028-01-03 12:07:30;20457,092506657147
2028-01-03 12:15:00;2028-01-03 12:30:00;2028-01-03 12:22:30;20398,355981822613
2028-01-03 12:30:00;2028-01-03 12:45:00;2028-01-03 12:37:30;20369,491175332496
2028-01-03 12:45:00;2028-01-03 13:00:00;2028-01-03 12:52:30;20258,059596789262
2028-01-03 13:00:00;2028-01-03 13:15:00;2028-01-03 13:07:30;20069,767080033977
