Datum von;Datum bis;Zeitpunkt;Skalierter Netzlast [MWh]
2045-03-04 06:15:00;2045-03-04 06:30:00;2045-03-04 06:22:30;37892,60953908793
2045-03-04 06:30:00;2045-03-04 06:45:00;2045-03-04 06:37:30;38141,223286063876
2045-03-04 06:45:00;2045-03-04 07:00:00;2045-03-04 06:52:30;38356,74234594238
2045-03-04 07:00:00;2045-03-04 07:15:00;2045-03-04 07:07:30;39277,743272239655
2045-03-04 07:15:00;2045-03-04 07:30:00;2045-03-04 07:22:30;39693,44482968321
2045-03-04 07:30:00;2045-03-04 07:45:00;2045-03-04 07:37:30;40345,65232175
2045-03-04 07:45:00;2045-03-04 08:00:00;2045-03-04 07:52:30;41060,82043805095
2045-03-04 08:00:00;2045-03-04 08:15:00;2045-03-04 08:07:30;41734,014804862454
2045-03-04 08:15:00;2045-03-04 08:30:00;2045-03-04 08:22:30;42445,95417120268
2045-03-04 08:30:00;2045-03-04 08:45:00;2045-03-04 08:37:30;43610,72571953482
2045-03-04 08:45:00;2045-03-04 09:00:00;2045-03-04 08:52:30;43881,940716235855
2045-03-04 09:00:00;2045-03-04 09:15:00;2045-03-04 09:07:30;44602,75914496808
2045-03-04 09:15:00;2045-03-04 09:30:00;2045-03-04 09:22:30;45236,401324760685
2045-03-04 09:30:00;2045-03-04 09:45:00;2045-03-04 09:37:30;45714,25631894823
2045-03-04 09:45:00;2045-03-04 10:00:00;2045-03-04 09:52:30;46001,6150654529
2045-03-04 10:00:00;2045-03-04 10:15:00;2045-03-04 10:07:30;46606,19849559896
2045-03-04 10:15:00;2045-03-04 10:30:00;2045-03-04 10:22:30;47432,75848554499
2045-03-04 10:30:00;2045-03-04 10:45:00;2045-03-04 10:37:30;47653,12067036458
2045-03-04 10:45:00;2045-03-04 11:00:00;2045-03-04 10:52:30;47766,12691899001
2045-03-04 11:00:00;2045-03-04 11:15:00;2045-03-04 11:07:30;47380,29129868318
2045-03-04 11:15:00;2045-03-04 11:30:00;2045-03-04 11:22:30;47680,56504503076
2045-03-04 11:30:00;2045-03-04 11:45:00;2045-03-04 11:37:30;47951,78004173179
2045-03-04 11:45:00;2045-03-04 12:00:00;2045-03-04 11:52:30;47695,094419854024
2045-03-04 12:00:00;2045-03-04 12:15:00;2045-03-04 12:07:30;48335,194099568085
2045-03-04 12:15:00;2045-03-04 12:30:00;2045-03-04 12:22:30;48166,49191412012
2045-03-04 12:30:00;2045-03-04 12:45:00;2045-03-04 12:37:30;47979,22441639797
2045-03-04 12:45:00;2045-03-04 13:00:00;2045-03-04 12:52:30;47686,215357462024
2045-03-04 13:00:00;2045-03-04 13:15:00;2045-03-04 13:07:30;47239,84067539157
2045-03-04 13:15:00;2045-03-04 13:30:00;2045-03-04 13:22:30;47255,17723770502
2045-03-04 13:30:00;2045-03-04 13:45:00;2045-03-04 13:37:30;46680,459744695676
2045-03-04 13:45:00;2045-03-04 14:00:00;2045-03-04 13:52:30;46249,42162493867
2045-03-04 14:00:00;2045-03-04 14:15:00;2045-03-04 14:07:30;45715,06350643841
2045-03-04 14:15:00;2045-03-04 14:30:00;2045-03-04 14:22:30;45317,92726126903
2045-03-04 14:30:00;2045-03-04 14:45:00;2045-03-04 14:37:30;45207,34257511415
2045-03-04 14:45:00;2045-03-04 15:00:00;2045-03-04 14:52:30;44841,68664206185
2045-03-04 15:00:00;2045-03-04 15:15:00;2045-03-04 15:07:30;44568,85727038045
2045-03-04 15:15:00;2045-03-04 15:30:00;2045-03-04 15:22:30;44315,40039846341
2045-03-04 15:30:00;2045-03-04 15:45:00;2045-03-04 15:37:30;43966,69540270493
2045-03-04 15:45:00;2045-03-04 16:00:00;2045-03-04 15:52:30;43622,02634439736
2045-03-04 16:00:00;2045-03-04 16:15:00;2045-03-04 16:07:30;43562,29447012392
2045-03-04 16:15:00;2045-03-04 16:30:00;2045-03-04 16:22:30;43655,92821898499
2045-03-04 16:30:00;2045-03-04 16:45:00;2045-03-04 16:37:30;43662,385718906444
2045-03-04 16:45:00;2045-03-04 17:00:00;2045-03-04 16:52:30;43464,62478381194
2045-03-04 17:00:00;2045-03-04 17:15:00;2045-03-04 17:07:30;44235,48883693542
2045-03-04 17:15:00;2045-03-04 17:30:00;2045-03-04 17:22:30;44895,76820390402
2045-03-04 17:30:00;2045-03-04 17:45:00;2045-03-04 17:37:30;45624,658507538064
2045-03-04 17:45:00;2045-03-04 18:00:00;2045-03-04 17:52:30;46074,26193956925
2045-03-04 18:00:00;2045-03-04 18:15:00;2045-03-04 18:07:30;46653,822557519685
2045-03-04 18:15:00;2045-03-04 18:30:00;2045-03-04 18:22:30;47098,58286460978
2045-03-04 18:30:00;2045-03-04 18:45:00;2045-03-04 18:37:30;47385,134423624266
2045-03-04 18:45:00;2045-03-04 19:00:00;2045-03-04 18:52:30;47212,39630072539
2045-03-04 19:00:00;2045-03-04 19:15:00;2045-03-04 19:07:30;47122,79848931523
2045-03-04 19:15:00;2045-03-04 19:30:00;2045-03-04 19:22:30;46382,607560818644
2045-03-04 19:30:00;2045-03-04 19:45:00;2045-03-04 19:37:30;45792,55350549585
2045-03-04 19:45:00;2045-03-04 20:00:00;2045-03-04 19:52:30;45152,45382578179
2045-03-04 20:00:00;2045-03-04 20:15:00;2045-03-04 20:07:30;44283,92008634633
2045-03-04 20:15:00;2045-03-04 20:30:00;2045-03-04 20:22:30;43306,41603573633
2045-03-04 20:30:00;2045-03-04 20:45:00;2045-03-04 20:37:30;42700,218230609906
2045-03-04 20:45:00;2045-03-04 21:00:00;2045-03-04 20:52:30;41828,45574121371
2045-03-04 21:00:00;2045-03-04 21:15:00;2045-03-04 21:07:30;41239,208873381096
2045-03-04 21:15:00;2045-03-04 21:30:00;2045-03-04 21:22:30;40832,38637832954
2045-03-04 21:30:00;2045-03-04 21:45:00;2045-03-04 21:37:30;40511,93294472742
2045-03-04 21:45:00;2045-03-04 22:00:00;2045-03-04 21:52:30;40360,988884063445
2045-03-04 22:00:00;2045-03-04 22:15:00;2045-03-04 22:07:30;40305,292947240916
2045-03-04 22:15:00;2045-03-04 22:30:00;2045-03-04 22:22:30;40017,93420073624
2045-03-04 22:30:00;2045-03-04 22:45:00;2045-03-04 22:37:30;39545,72951897997
2045-03-04 22:45:00;2045-03-04 23:00:00;2045-03-04 22:52:30;38945,18202628481
2045-03-04 23:00:00;2045-03-04 23:15:00;2045-03-04 23:07:30;38447,14734484273
2045-03-04 23:15:00;2045-03-04 23:30:00;2045-03-04 23:22:30;37971,71391312573
2045-03-04 23:30:00;2045-03-04 23:45:00;2045-03-04 23:37:30;37441,39173207638
2045-03-04 23:45:00;2045-03-05 00:00:00;2045-03-04 23:52:30;37102,37298620008
2045-03-05 00:00:00;2045-03-05 00:15:00;2045-03-05 00:07:30;36620,48205456163
2045-03-05 00:15:00;2045-03-05 00:30:00;2045-03-05 00:22:30;36059,48674888537
2045-03-05 00:30:00;2045-03-05 00:45:00;2045-03-05 00:37:30;35620,37675422655
2045-03-05 00:45:00;2045-03-05 01:00:00;2045-03-05 00:52:30;35142,521760039
2045-03-05 01:00:00;2045-03-05 01:15:00;2045-03-05 01:07:30;34536,32395491258
2045-03-05 01:15:00;2045-03-05 01:30:00;2045-03-05 01:22:30;34138,38052225302
2045-03-05 01:30:00;2045-03-05 01:45:00;2045-03-05 01:37:30;34319,997707543895
2045-03-05 01:45:00;2045-03-05 02:00:00;2045-03-05 01:52:30;34273,18083311336
2045-03-05 02:00:00;2045-03-05 02:15:00;2045-03-05 02:07:30;34050,39708582321
2045-03-05 02:15:00;2045-03-05 02:30:00;2045-03-05 02:22:30;34085,10614790103
2045-03-05 02:30:00;2045-03-05 02:45:00;2045-03-05 02:37:30;33908,33208755124
2045-03-05 02:45:00;2045-03-05 03:00:00;2045-03-05 02:52:30;33842,94990084653
2045-03-05 03:00:00;2045-03-05 03:15:00;2045-03-05 03:07:30;33518,460529793505
2045-03-05 03:15:00;2045-03-05 03:30:00;2045-03-05 03:22:30;33651,646465673475
2045-03-05 03:30:00;2045-03-05 03:45:00;2045-03-05 03:37:30;33520,074904773865
2045-03-05 03:45:00;2045-03-05 04:00:00;2045-03-05 03:52:30;33522,49646724441
2045-03-05 04:00:00;2045-03-05 04:15:00;2045-03-05 04:07:30;33568,50615418477
2045-03-05 04:15:00;2045-03-05 04:30:00;2045-03-05 04:22:30;33779,18208912218
2045-03-05 04:30:00;2045-03-05 04:45:00;2045-03-05 04:37:30;33887,34521280652
2045-03-05 04:45:00;2045-03-05 05:00:00;2045-03-05 04:52:30;33997,92989896141
2045-03-05 05:00:00;2045-03-05 05:15:00;2045-03-05 05:07:30;34206,184271428276
2045-03-05 05:15:00;2045-03-05 05:30:00;2045-03-05 05:22:30;33834,07083845453
2045-03-05 05:30:00;2045-03-05 05:45:00;2045-03-05 05:37:30;33850,21458825817
2045-03-05 05:45:00;2045-03-05 06:00:00;2045-03-05 05:52:30;33872,81583798325
2045-03-05 06:00:00;2045-03-05 06:15:00;2045-03-05 06:07:30;33621,78052853676
2045-03-05 06:15:00;2045-03-05 06:30:00;2045-03-05 06:22:30;33866,3583380618
2045-03-05 06:30:00;2045-03-05 06:45:00;2045-03-05 06:37:30;33893,80271272797
2045-03-05 06:45:00;2045-03-05 07:00:00;2045-03-05 06:52:30;34060,89052319558
2045-03-05 07:00:00;2045-03-05 07:15:00;2045-03-05 07:07:30;34501,61489283477
2045-03-05 07:15:00;2045-03-05 07:30:00;2045-03-05 07:22:30;35184,49550952845
2045-03-05 07:30:00;2045-03-05 07:45:00;2045-03-05 07:37:30;35639,74925399091
2045-03-05 07:45:00;2045-03-05 08:00:00;2045-03-05 07:52:30;35931,95112543667
2045-03-05 08:00:00;2045-03-05 08:15:00;2045-03-05 08:07:30;36601,91674228745
2045-03-05 08:15:00;2045-03-05 08:30:00;2045-03-05 08:22:30;37499,509231369455
2045-03-05 08:30:00;2045-03-05 08:45:00;2045-03-05 08:37:30;38054,85422461444
2045-03-05 08:45:00;2045-03-05 09:00:00;2045-03-05 08:52:30;38418,89578268637
2045-03-05 09:00:00;2045-03-05 09:15:00;2045-03-05 09:07:30;39219,62577294658
2045-03-05 09:15:00;2045-03-05 09:30:00;2045-03-05 09:22:30;39933,98670175735
2045-03-05 09:30:00;2045-03-05 09:45:00;2045-03-05 09:37:30;40485,29575755142
2045-03-05 09:45:00;2045-03-05 10:00:00;2045-03-05 09:52:30;41005,12450122841
2045-03-05 10:00:00;2045-03-05 10:15:00;2045-03-05 10:07:30;41579,84199423776
2045-03-05 10:15:00;2045-03-05 10:30:00;2045-03-05 10:22:30;42434,65354634014
2045-03-05 10:30:00;2045-03-05 10:45:00;2045-03-05 10:37:30;42388,64385939978
2045-03-05 10:45:00;2045-03-05 11:00:00;2045-03-05 10:52:30;42734,12010519754
2045-03-05 11:00:00;2045-03-05 11:15:00;2045-03-05 11:07:30;43380,677284833044
2045-03-05 11:15:00;2045-03-05 11:30:00;2045-03-05 11:22:30;43936,82946556821
2045-03-05 11:30:00;2045-03-05 11:45:00;2045-03-05 11:37:30;44348,495085560855
2045-03-05 11:45:00;2045-03-05 12:00:00;2045-03-05 11:52:30;44048,221339213276
2045-03-05 12:00:00;2045-03-05 12:15:00;2045-03-05 12:07:30;43776,199155022055
2045-03-05 12:15:00;2045-03-05 12:30:00;2045-03-05 12:22:30;43838,352591766044
2045-03-05 12:30:00;2045-03-05 12:45:00;2045-03-05 12:37:30;43429,91572173413
2045-03-05 12:45:00;2045-03-05 13:00:00;2045-03-05 12:52:30;43031,97228907457
2045-03-05 13:00:00;2045-03-05 13:15:00;2045-03-05 13:07:30;42797,080729431706
2045-03-05 13:15:00;2045-03-05 13:30:00;2045-03-05 13:22:30;42520,21542029939
2045-03-05 13:30:00;2045-03-05 13:45:00;2045-03-05 13:37:30;42225,591986383086
2045-03-05 13:45:00;2045-03-05 14:00:00;2045-03-05 13:52:30;41937,42605238823
2045-03-05 14:00:00;2045-03-05 14:15:00;2045-03-05 14:07:30;41612,9366813352
2045-03-05 14:15:00;2045-03-05 14:30:00;2045-03-05 14:22:30;41361,09418439853
2045-03-05 14:30:00;2045-03-05 14:45:00;2045-03-05 14:37:30;40821,08575346699
2045-03-05 14:45:00;2045-03-05 15:00:00;2045-03-05 14:52:30;40602,33794362777
2045-03-05 15:00:00;2045-03-05 15:15:00;2045-03-05 15:07:30;40758,12512923282
2045-03-05 15:15:00;2045-03-05 15:30:00;2045-03-05 15:22:30;40629,78231829394
2045-03-05 15:30:00;2045-03-05 15:45:00;2045-03-05 15:37:30;40398,92669610199
2045-03-05 15:45:00;2045-03-05 16:00:00;2045-03-05 15:52:30;40300,44982229982
2045-03-05 16:00:00;2045-03-05 16:15:00;2045-03-05 16:07:30;40570,0504440205
2045-03-05 16:15:00;2045-03-05 16:30:00;2045-03-05 16:22:30;40523,23356958996
2045-03-05 16:30:00;2045-03-05 16:45:00;2045-03-05 16:37:30;40501,439507355055
2045-03-05 16:45:00;2045-03-05 17:00:00;2045-03-05 16:52:30;40533,72700696233
2045-03-05 17:00:00;2045-03-05 17:15:00;2045-03-05 17:07:30;41327,1923098109
2045-03-05 17:15:00;2045-03-05 17:30:00;2045-03-05 17:22:30;41604,86480643339
2045-03-05 17:30:00;2045-03-05 17:45:00;2045-03-05 17:37:30;41792,93949164572
2045-03-05 17:45:00;2045-03-05 18:00:00;2045-03-05 17:52:30;42117,42886269875
2045-03-05 18:00:00;2045-03-05 18:15:00;2045-03-05 18:07:30;42881,83541590078
2045-03-05 18:15:00;2045-03-05 18:30:00;2045-03-05 18:22:30;43471,88947122357
2045-03-05 18:30:00;2045-03-05 18:45:00;2045-03-05 18:37:30;43869,02571639295
2045-03-05 18:45:00;2045-03-05 19:00:00;2045-03-05 18:52:30;43723,73196816025
2045-03-05 19:00:00;2045-03-05 19:15:00;2045-03-05 19:07:30;43605,88259459373
2045-03-05 19:15:00;2045-03-05 19:30:00;2045-03-05 19:22:30;43086,86103840692
2045-03-05 19:30:00;2045-03-05 19:45:00;2045-03-05 19:37:30;42688,91760574736
2045-03-05 19:45:00;2045-03-05 20:00:00;2045-03-05 19:52:30;42163,4385496391
2045-03-05 20:00:00;2045-03-05 20:15:00;2045-03-05 20:07:30;41637,959493530834
2045-03-05 20:15:00;2045-03-05 20:30:00;2045-03-05 20:22:30;41020,461063541865
2045-03-05 20:30:00;2045-03-05 20:45:00;2045-03-05 20:37:30;40382,78294629835
2045-03-05 20:45:00;2045-03-05 21:00:00;2045-03-05 20:52:30;39939,63701418862
2045-03-05 21:00:00;2045-03-05 21:15:00;2045-03-05 21:07:30;39630,484205449044
2045-03-05 21:15:00;2045-03-05 21:30:00;2045-03-05 21:22:30;39322,13858419965
2045-03-05 21:30:00;2045-03-05 21:45:00;2045-03-05 21:37:30;38985,541400793896
2045-03-05 21:45:00;2045-03-05 22:00:00;2045-03-05 21:52:30;39025,90077530298
2045-03-05 22:00:00;2045-03-05 22:15:00;2045-03-05 22:07:30;39321,331396709465
2045-03-05 22:15:00;2045-03-05 22:30:00;2045-03-05 22:22:30;39042,85171259679
2045-03-05 22:30:00;2045-03-05 22:45:00;2045-03-05 22:37:30;38486,69953186163
2045-03-05 22:45:00;2045-03-05 23:00:00;2045-03-05 22:52:30;37911,982038852286
2045-03-05 23:00:00;2045-03-05 23:15:00;2045-03-05 23:07:30;37574,57766795635
2045-03-05 23:15:00;2045-03-05 23:30:00;2045-03-05 23:22:30;37292,86923388295
2045-03-05 23:30:00;2045-03-05 23:45:00;2045-03-05 23:37:30;36397,69830727149
2045-03-05 23:45:00;2045-03-06 00:00:00;2045-03-05 23:52:30;36303,25737092023
2045-03-06 00:00:00;2045-03-06 00:15:00;2045-03-06 00:07:30;36346,845495390044
2045-03-06 00:15:00;2045-03-06 00:30:00;2045-03-06 00:22:30;36230,610496803885
2045-03-06 00:30:00;2045-03-06 00:45:00;2045-03-06 00:37:30;36011,055499474474
2045-03-06 00:45:00;2045-03-06 01:00:00;2045-03-06 00:52:30;35726,11831544035
2045-03-06 01:00:00;2045-03-06 01:15:00;2045-03-06 01:07:30;36061,10112386574
2045-03-06 01:15:00;2045-03-06 01:30:00;2045-03-06 01:22:30;35666,386441166906
2045-03-06 01:30:00;2045-03-06 01:45:00;2045-03-06 01:37:30;35696,25237830362
2045-03-06 01:45:00;2045-03-06 02:00:00;2045-03-06 01:52:30;35337,05394517279
2045-03-06 02:00:00;2045-03-06 02:15:00;2045-03-06 02:07:30;35441,18113140622
2045-03-06 02:15:00;2045-03-06 02:30:00;2045-03-06 02:22:30;35181,26675956773
2045-03-06 02:30:00;2045-03-06 02:45:00;2045-03-06 02:37:30;35215,97582164554
2045-03-06 02:45:00;2045-03-06 03:00:00;2045-03-06 02:52:30;34827,71863886816
2045-03-06 03:00:00;2045-03-06 03:15:00;2045-03-06 03:07:30;34797,045514241254
2045-03-06 03:15:00;2045-03-06 03:30:00;2045-03-06 03:22:30;34816,41801400561
2045-03-06 03:30:00;2045-03-06 03:45:00;2045-03-06 03:37:30;35010,14301164921
2045-03-06 03:45:00;2045-03-06 04:00:00;2045-03-06 03:52:30;35444,40988136695
2045-03-06 04:00:00;2045-03-06 04:15:00;2045-03-06 04:07:30;36115,98987319809
2045-03-06 04:15:00;2045-03-06 04:30:00;2045-03-06 04:22:30;36185,407997353715
2045-03-06 04:30:00;2045-03-06 04:45:00;2045-03-06 04:37:30;36483,26018123075
2045-03-06 04:45:00;2045-03-06 05:00:00;2045-03-06 04:52:30;36974,83736275138
2045-03-06 05:00:00;2045-03-06 05:15:00;2045-03-06 05:07:30;37736,822353482865
2045-03-06 05:15:00;2045-03-06 05:30:00;2045-03-06 05:22:30;38361,585470883474
2045-03-06 05:30:00;2045-03-06 05:45:00;2045-03-06 05:37:30;38937,110151383
2045-03-06 05:45:00;2045-03-06 06:00:00;2045-03-06 05:52:30;40258,47607281038
2045-03-06 06:00:00;2045-03-06 06:15:00;2045-03-06 06:07:30;42267,56573587253
2045-03-06 06:15:00;2045-03-06 06:30:00;2045-03-06 06:22:30;44036,92071435074
2045-03-06 06:30:00;2045-03-06 06:45:00;2045-03-06 06:37:30;45417,21132256138
2045-03-06 06:45:00;2045-03-06 07:00:00;2045-03-06 06:52:30;46343,05537379974
2045-03-06 07:00:00;2045-03-06 07:15:00;2045-03-06 07:07:30;47476,34661001479
2045-03-06 07:15:00;2045-03-06 07:30:00;2045-03-06 07:22:30;48295,64191254918
2045-03-06 07:30:00;2045-03-06 07:45:00;2045-03-06 07:37:30;49056,01252830031
2045-03-06 07:45:00;2045-03-06 08:00:00;2045-03-06 07:52:30;49788,938769385255
2045-03-06 08:00:00;2045-03-06 08:15:00;2045-03-06 08:07:30;50904,471880816316
2045-03-06 08:15:00;2045-03-06 08:30:00;2045-03-06 08:22:30;51788,34218256523
2045-03-06 08:30:00;2045-03-06 08:45:00;2045-03-06 08:37:30;52200,00780255788
2045-03-06 08:45:00;2045-03-06 09:00:00;2045-03-06 08:52:30;52186,28561522479
2045-03-06 09:00:00;2045-03-06 09:15:00;2045-03-06 09:07:30;52003,05405495356
2045-03-06 09:15:00;2045-03-06 09:30:00;2045-03-06 09:22:30;52192,743115146244
2045-03-06 09:30:00;2045-03-06 09:45:00;2045-03-06 09:37:30;52514,81092372873
2045-03-06 09:45:00;2045-03-06 10:00:00;2045-03-06 09:52:30;52640,732172197066
2045-03-06 10:00:00;2045-03-06 10:15:00;2045-03-06 10:07:30;52853,829669605024
2045-03-06 10:15:00;2045-03-06 10:30:00;2045-03-06 10:22:30;52889,34591917302
2045-03-06 10:30:00;2045-03-06 10:45:00;2045-03-06 10:37:30;52964,414355759916
2045-03-06 10:45:00;2045-03-06 11:00:00;2045-03-06 10:52:30;53284,06060187185
2045-03-06 11:00:00;2045-03-06 11:15:00;2045-03-06 11:07:30;53361,55060092929
2045-03-06 11:15:00;2045-03-06 11:30:00;2045-03-06 11:22:30;53522,18091147544
2045-03-06 11:30:00;2045-03-06 11:45:00;2045-03-06 11:37:30;53613,39309786597
2045-03-06 11:45:00;2045-03-06 12:00:00;2045-03-06 11:52:30;53540,74622374962
2045-03-06 12:00:00;2045-03-06 12:15:00;2045-03-06 12:07:30;53054,012167170076
2045-03-06 12:15:00;2045-03-06 12:30:00;2045-03-06 12:22:30;53193,65560297151
2045-03-06 12:30:00;2045-03-06 12:45:00;2045-03-06 12:37:30;53155,71779093297
2045-03-06 12:45:00;2045-03-06 13:00:00;2045-03-06 12:52:30;53171,8615407366
2045-03-06 13:00:00;2045-03-06 13:15:00;2045-03-06 13:07:30;52854,63685709521
2045-03-06 13:15:00;2045-03-06 13:30:00;2045-03-06 13:22:30;52926,47654372138
2045-03-06 13:30:00;2045-03-06 13:45:00;2045-03-06 13:37:30;52506,73904882691
2045-03-06 13:45:00;2045-03-06 14:00:00;2045-03-06 13:52:30;52070,05061663863
2045-03-06 14:00:00;2045-03-06 14:15:00;2045-03-06 14:07:30;52495,43842396437
2045-03-06 14:15:00;2045-03-06 14:30:00;2045-03-06 14:22:30;52279,112176595685
2045-03-06 14:30:00;2045-03-06 14:45:00;2045-03-06 14:37:30;51997,403742522285
2045-03-06 14:45:00;2045-03-06 15:00:00;2045-03-06 14:52:30;51612,37530970563
2045-03-06 15:00:00;2045-03-06 15:15:00;2045-03-06 15:07:30;51471,11749892384
2045-03-06 15:15:00;2045-03-06 15:30:00;2045-03-06 15:22:30;51110,304690812634
2045-03-06 15:30:00;2045-03-06 15:45:00;2045-03-06 15:37:30;50820,52438183742
2045-03-06 15:45:00;2045-03-06 16:00:00;2045-03-06 15:52:30;50478,27688600039
2045-03-06 16:00:00;2045-03-06 16:15:00;2045-03-06 16:07:30;50844,74000654287
2045-03-06 16:15:00;2045-03-06 16:30:00;2045-03-06 16:22:30;50620,34188427237
2045-03-06 16:30:00;2045-03-06 16:45:00;2045-03-06 16:37:30;50314,41782549352
2045-03-06 16:45:00;2045-03-06 17:00:00;2045-03-06 16:52:30;50249,0356387888
2045-03-06 17:00:00;2045-03-06 17:15:00;2045-03-06 17:07:30;50519,44344799966
2045-03-06 17:15:00;2045-03-06 17:30:00;2045-03-06 17:22:30;50783,393757289065
2045-03-06 17:30:00;2045-03-06 17:45:00;2045-03-06 17:37:30;51217,6606270068
2045-03-06 17:45:00;2045-03-06 18:00:00;2045-03-06 17:52:30;51571,20874770637
2045-03-06 18:00:00;2045-03-06 18:15:00;2045-03-06 18:07:30;51888,43343134776
2045-03-06 18:15:00;2045-03-06 18:30:00;2045-03-06 18:22:30;52712,571858823234
2045-03-06 18:30:00;2045-03-06 18:45:00;2045-03-06 18:37:30;53312,31216402821
2045-03-06 18:45:00;2045-03-06 19:00:00;2045-03-06 18:52:30;53333,29903877293
2045-03-06 19:00:00;2045-03-06 19:15:00;2045-03-06 19:07:30;53054,81935466026
2045-03-06 19:15:00;2045-03-06 19:30:00;2045-03-06 19:22:30;52564,85654811999
2045-03-06 19:30:00;2045-03-06 19:45:00;2045-03-06 19:37:30;52225,837802243695
2045-03-06 19:45:00;2045-03-06 20:00:00;2045-03-06 19:52:30;51655,96343417544
2045-03-06 20:00:00;2045-03-06 20:15:00;2045-03-06 20:07:30;50862,498131326865
2045-03-06 20:15:00;2045-03-06 20:30:00;2045-03-06 20:22:30;50411,28032431532
2045-03-06 20:30:00;2045-03-06 20:45:00;2045-03-06 20:37:30;49759,07283224854
2045-03-06 20:45:00;2045-03-06 21:00:00;2045-03-06 20:52:30;49164,17565198465
2045-03-06 21:00:00;2045-03-06 21:15:00;2045-03-06 21:07:30;47873,48285518417
2045-03-06 21:15:00;2045-03-06 21:30:00;2045-03-06 21:22:30;47456,974110250434
2045-03-06 21:30:00;2045-03-06 21:45:00;2045-03-06 21:37:30;46472,20537222881
2045-03-06 21:45:00;2045-03-06 22:00:00;2045-03-06 21:52:30;46066,99725215761
2045-03-06 22:00:00;2045-03-06 22:15:00;2045-03-06 22:07:30;45620,62257008716
2045-03-06 22:15:00;2045-03-06 22:30:00;2045-03-06 22:22:30;45282,41101170104
2045-03-06 22:30:00;2045-03-06 22:45:00;2045-03-06 22:37:30;44903,84007880584
2045-03-06 22:45:00;2045-03-06 23:00:00;2045-03-06 22:52:30;44209,65883724961
2045-03-06 23:00:00;2045-03-06 23:15:00;2045-03-06 23:07:30;43228,926036678895
2045-03-06 23:15:00;2045-03-06 23:30:00;2045-03-06 23:22:30;42790,62322951025
2045-03-06 23:30:00;2045-03-06 23:45:00;2045-03-06 23:37:30;42392,67979685069
2045-03-06 23:45:00;2045-03-07 00:00:00;2045-03-06 23:52:30;42126,30792509074
2045-03-07 00:00:00;2045-03-07 00:15:00;2045-03-07 00:07:30;41064,856375501855
2045-03-07 00:15:00;2045-03-07 00:30:00;2045-03-07 00:22:30;40793,64137880082
2045-03-07 00:30:00;2045-03-07 00:45:00;2045-03-07 00:37:30;40214,08076085038
2045-03-07 00:45:00;2045-03-07 01:00:00;2045-03-07 00:52:30;39669,22920497776
2045-03-07 01:00:00;2045-03-07 01:15:00;2045-03-07 01:07:30;39161,5082736535
2045-03-07 01:15:00;2045-03-07 01:30:00;2045-03-07 01:22:30;38935,49577640263
2045-03-07 01:30:00;2045-03-07 01:45:00;2045-03-07 01:37:30;38832,17577765938
2045-03-07 01:45:00;2045-03-07 02:00:00;2045-03-07 01:52:30;38906,437026756095
2045-03-07 02:00:00;2045-03-07 02:15:00;2045-03-07 02:07:30;38706,25452919104
2045-03-07 02:15:00;2045-03-07 02:30:00;2045-03-07 02:22:30;38814,41765287538
2045-03-07 02:30:00;2045-03-07 02:45:00;2045-03-07 02:37:30;38784,551715738664
2045-03-07 02:45:00;2045-03-07 03:00:00;2045-03-07 02:52:30;39037,201400165526
2045-03-07 03:00:00;2045-03-07 03:15:00;2045-03-07 03:07:30;39221,24014792694
2045-03-07 03:15:00;2045-03-07 03:30:00;2045-03-07 03:22:30;39502,94858200034
2045-03-07 03:30:00;2045-03-07 03:45:00;2045-03-07 03:37:30;39562,68045627378
2045-03-07 03:45:00;2045-03-07 04:00:00;2045-03-07 03:52:30;39994,52576352097
2045-03-07 04:00:00;2045-03-07 04:15:00;2045-03-07 04:07:30;40033,270763049695
2045-03-07 04:15:00;2045-03-07 04:30:00;2045-03-07 04:22:30;40341,616384299086
2045-03-07 04:30:00;2045-03-07 04:45:00;2045-03-07 04:37:30;40442,51482057179
2045-03-07 04:45:00;2045-03-07 05:00:00;2045-03-07 04:52:30;41131,85293718694
2045-03-07 05:00:00;2045-03-07 05:15:00;2045-03-07 05:07:30;41983,43573932859
2045-03-07 05:15:00;2045-03-07 05:30:00;2045-03-07 05:22:30;42552,50291990666
2045-03-07 05:30:00;2045-03-07 05:45:00;2045-03-07 05:37:30;43374,21978491159
2045-03-07 05:45:00;2045-03-07 06:00:00;2045-03-07 05:52:30;44221,76664960234
2045-03-07 06:00:00;2045-03-07 06:15:00;2045-03-07 06:07:30;46229,24193768413
2045-03-07 06:15:00;2045-03-07 06:30:00;2045-03-07 06:22:30;47646,66317044313
2045-03-07 06:30:00;2045-03-07 06:45:00;2045-03-07 06:37:30;48473,22316038915
2045-03-07 06:45:00;2045-03-07 07:00:00;2045-03-07 06:52:30;49240,85846355191
2045-03-07 07:00:00;2045-03-07 07:15:00;2045-03-07 07:07:30;50417,73782423677
2045-03-07 07:15:00;2045-03-07 07:30:00;2045-03-07 07:22:30;51049,76562904901
2045-03-07 07:30:00;2045-03-07 07:45:00;2045-03-07 07:37:30;51422,68624951294
2045-03-07 07:45:00;2045-03-07 08:00:00;2045-03-07 07:52:30;51844,84530687795
2045-03-07 08:00:00;2045-03-07 08:15:00;2045-03-07 08:07:30;52525,30436110109
2045-03-07 08:15:00;2045-03-07 08:30:00;2045-03-07 08:22:30;53066,92716701298
