timestamp	month	day_type	value_kWh																																	
2000-01-01 00:00:00	1	SA	22,152																																	
2000-01-01 00:15:00	1	SA	20,809																																	
2000-01-01 00:30:00	1	SA	19,757																																	
2000-01-01 00:45:00	1	SA	18,889																																	
2000-01-01 01:00:00	1	SA	18,217																																	
2000-01-01 01:15:00	1	SA	17,53																																	
2000-01-01 01:30:00	1	SA	16,988																																	
2000-01-01 01:45:00	1	SA	16,399																																	
2000-01-01 02:00:00	1	SA	16,199																																	
2000-01-01 02:15:00	1	SA	15,893																																	
2000-01-01 02:30:00	1	SA	15,66																																	
2000-01-01 02:45:00	1	SA	15,442																																	
2000-01-01 03:00:00	1	SA	15,398																																	
2000-01-01 03:15:00	1	SA	15,219																																	
2000-01-01 03:30:00	1	SA	15,102																																	
2000-01-01 03:45:00	1	SA	15,029																																	
2000-01-01 04:00:00	1	SA	15,19																																	
2000-01-01 04:15:00	1	SA	15,066																																	
2000-01-01 04:30:00	1	SA	15,097																																	
2000-01-01 04:45:00	1	SA	15,312																																	
2000-01-01 05:00:00	1	SA	15,366																																	
2000-01-01 05:15:00	1	SA	15,192																																	
2000-01-01 05:30:00	1	SA	15,338																																	
2000-01-01 05:45:00	1	SA	15,819																																	
2000-01-01 06:00:00	1	SA	16,806																																	
2000-01-01 06:15:00	1	SA	17,632																																	
2000-01-01 06:30:00	1	SA	18,582																																	
2000-01-01 06:45:00	1	SA	19,477																																	
2000-01-01 07:00:00	1	SA	21,015																																	
2000-01-01 07:15:00	1	SA	22,34																																	
2000-01-01 07:30:00	1	SA	23,947																																	
2000-01-01 07:45:00	1	SA	25,491																																	
2000-01-01 08:00:00	1	SA	26,837																																	
2000-01-01 08:15:00	1	SA	28,317																																	
2000-01-01 08:30:00	1	SA	29,179																																	
2000-01-01 08:45:00	1	SA	30,038																																	
2000-01-01 09:00:00	1	SA	30,834																																	
2000-01-01 09:15:00	1	SA	31,737																																	
2000-01-01 09:30:00	1	SA	32,301																																	
2000-01-01 09:45:00	1	SA	32,771																																	
2000-01-01 10:00:00	1	SA	33,451																																	
2000-01-01 10:15:00	1	SA	34,172																																	
2000-01-01 10:30:00	1	SA	34,721																																	
2000-01-01 10:45:00	1	SA	35,472																																	
2000-01-01 11:00:00	1	SA	36,638																																	
2000-01-01 11:15:00	1	SA	37,602																																	
2000-01-01 11:30:00	1	SA	38,463																																	
2000-01-01 11:45:00	1	SA	38,883																																	
2000-01-01 12:00:00	1	SA	38,394																																	
2000-01-01 12:15:00	1	SA	37,981																																	
2000-01-01 12:30:00	1	SA	37,549																																	
2000-01-01 12:45:00	1	SA	37,194																																	
2000-01-01 13:00:00	1	SA	36,759																																	
2000-01-01 13:15:00	1	SA	36,299																																	
2000-01-01 13:30:00	1	SA	36,095																																	
2000-01-01 13:45:00	1	SA	35,686																																	
2000-01-01 14:00:00	1	SA	35,325																																	
2000-01-01 14:15:00	1	SA	35,331																																	
2000-01-01 14:30:00	1	SA	35,305																																	
2000-01-01 14:45:00	1	SA	35,132																																	
2000-01-01 15:00:00	1	SA	35,158																																	
2000-01-01 15:15:00	1	SA	35,179																																	
2000-01-01 15:30:00	1	SA	35,203																																	
2000-01-01 15:45:00	1	SA	35,45																																	
2000-01-01 16:00:00	1	SA	36,116																																	
2000-01-01 16:15:00	1	SA	36,902																																	
2000-01-01 16:30:00	1	SA	37,761																																	
2000-01-01 16:45:00	1	SA	38,927																																	
2000-01-01 17:00:00	1	SA	40,646																																	
2000-01-01 17:15:00	1	SA	42,11																																	
2000-01-01 17:30:00	1	SA	43,119																																	
2000-01-01 17:45:00	1	SA	43,955																																	
2000-01-01 18:00:00	1	SA	44,419																																	
2000-01-01 18:15:00	1	SA	44,443																																	
2000-01-01 18:30:00	1	SA	44,085																																	
2000-01-01 18:45:00	1	SA	43,524																																	
2000-01-01 19:00:00	1	SA	42,928																																	
2000-01-01 19:15:00	1	SA	42,06																																	
2000-01-01 19:30:00	1	SA	41,173																																	
2000-01-01 19:45:00	1	SA	40,164																																	
2000-01-01 20:00:00	1	SA	39,182																																	
2000-01-01 20:15:00	1	SA	37,781																																	
2000-01-01 20:30:00	1	SA	36,282																																	
2000-01-01 20:45:00	1	SA	35,381																																	
2000-01-01 21:00:00	1	SA	34,692																																	
2000-01-01 21:15:00	1	SA	33,815																																	
2000-01-01 21:30:00	1	SA	32,837																																	
2000-01-01 21:45:00	1	SA	32,768																																	
2000-01-01 22:00:00	1	SA	32,678																																	
2000-01-01 22:15:00	1	SA	31,368																																	
2000-01-01 22:30:00	1	SA	30,28																																	
2000-01-01 22:45:00	1	SA	28,952																																	
2000-01-01 23:00:00	1	SA	27,554																																	
2000-01-01 23:15:00	1	SA	26,256																																	
2000-01-01 23:30:00	1	SA	25,052																																	
2000-01-01 23:45:00	1	SA	23,942																																	
2000-01-01 00:00:00	1	FT	23,148																																	
2000-01-01 00:15:00	1	FT	21,985																																	
2000-01-01 00:30:00	1	FT	21,147																																	
2000-01-01 00:45:00	1	FT	20,385																																	
2000-01-01 01:00:00	1	FT	19,65																																	
2000-01-01 01:15:00	1	FT	18,998																																	
2000-01-01 01:30:00	1	FT	18,366																																	
2000-01-01 01:45:00	1	FT	17,667																																	
2000-01-01 02:00:00	1	FT	17,458																																	
2000-01-01 02:15:00	1	FT	17,009																																	
2000-01-01 02:30:00	1	FT	16,678																																	
2000-01-01 02:45:00	1	FT	16,363																																	
2000-01-01 03:00:00	1	FT	16,273																																	
2000-01-01 03:15:00	1	FT	16,054																																	
2000-01-01 03:30:00	1	FT	15,836																																	
2000-01-01 03:45:00	1	FT	15,633																																	
2000-01-01 04:00:00	1	FT	15,587																																	
2000-01-01 04:15:00	1	FT	15,41																																	
2000-01-01 04:30:00	1	FT	15,451																																	
2000-01-01 04:45:00	1	FT	15,711																																	
2000-01-01 05:00:00	1	FT	15,734																																	
2000-01-01 05:15:00	1	FT	15,488																																	
2000-01-01 05:30:00	1	FT	15,586																																	
2000-01-01 05:45:00	1	FT	15,829																																	
2000-01-01 06:00:00	1	FT	16,479																																	
2000-01-01 06:15:00	1	FT	17,096																																	
2000-01-01 06:30:00	1	FT	17,725																																	
2000-01-01 06:45:00	1	FT	18,318																																	
2000-01-01 07:00:00	1	FT	19,524																																	
2000-01-01 07:15:00	1	FT	20,477																																	
2000-01-01 07:30:00	1	FT	21,807																																	
2000-01-01 07:45:00	1	FT	23,378																																	
2000-01-01 08:00:00	1	FT	24,845																																	
2000-01-01 08:15:00	1	FT	26,51																																	
2000-01-01 08:30:00	1	FT	27,711																																	
2000-01-01 08:45:00	1	FT	29,097																																	
2000-01-01 09:00:00	1	FT	30,411																																	
2000-01-01 09:15:00	1	FT	31,831																																	
2000-01-01 09:30:00	1	FT	33,055																																	
2000-01-01 09:45:00	1	FT	34,138																																	
2000-01-01 10:00:00	1	FT	35,27																																	
2000-01-01 10:15:00	1	FT	36,411																																	
2000-01-01 10:30:00	1	FT	37,509																																	
2000-01-01 10:45:00	1	FT	38,639																																	
2000-01-01 11:00:00	1	FT	40,229																																	
2000-01-01 11:15:00	1	FT	41,956																																	
2000-01-01 11:30:00	1	FT	43,102																																	
2000-01-01 11:45:00	1	FT	43,267																																	
2000-01-01 12:00:00	1	FT	42,412																																	
2000-01-01 12:15:00	1	FT	41,629																																	
2000-01-01 12:30:00	1	FT	40,929																																	
2000-01-01 12:45:00	1	FT	40,234																																	
2000-01-01 13:00:00	1	FT	39,285																																	
2000-01-01 13:15:00	1	FT	38,454																																	
2000-01-01 13:30:00	1	FT	37,916																																	
2000-01-01 13:45:00	1	FT	37,256																																	
2000-01-01 14:00:00	1	FT	36,62																																	
2000-01-01 14:15:00	1	FT	36,248																																	
2000-01-01 14:30:00	1	FT	35,975																																	
2000-01-01 14:45:00	1	FT	35,742																																	
2000-01-01 15:00:00	1	FT	35,661																																	
2000-01-01 15:15:00	1	FT	35,535																																	
2000-01-01 15:30:00	1	FT	35,443																																	
2000-01-01 15:45:00	1	FT	35,51																																	
2000-01-01 16:00:00	1	FT	35,971																																	
2000-01-01 16:15:00	1	FT	36,601																																	
2000-01-01 16:30:00	1	FT	37,744																																	
2000-01-01 16:45:00	1	FT	39,18																																	
2000-01-01 17:00:00	1	FT	41,049																																	
2000-01-01 17:15:00	1	FT	42,745																																	
2000-01-01 17:30:00	1	FT	43,824																																	
2000-01-01 17:45:00	1	FT	44,772																																	
2000-01-01 18:00:00	1	FT	45,425																																	
2000-01-01 18:15:00	1	FT	45,408																																	
2000-01-01 18:30:00	1	FT	44,996																																	
2000-01-01 18:45:00	1	FT	44,516																																	
2000-01-01 19:00:00	1	FT	43,908																																	
2000-01-01 19:15:00	1	FT	43,029																																	
2000-01-01 19:30:00	1	FT	42,104																																	
2000-01-01 19:45:00	1	FT	41,284																																	
2000-01-01 20:00:00	1	FT	40,326																																	
2000-01-01 20:15:00	1	FT	38,78																																	
2000-01-01 20:30:00	1	FT	37,117																																	
2000-01-01 20:45:00	1	FT	35,866																																	
2000-01-01 21:00:00	1	FT	34,922																																	
2000-01-01 21:15:00	1	FT	33,772																																	
2000-01-01 21:30:00	1	FT	32,722																																	
2000-01-01 21:45:00	1	FT	32,514																																	
2000-01-01 22:00:00	1	FT	31,952																																	
2000-01-01 22:15:00	1	FT	30,218																																	
2000-01-01 22:30:00	1	FT	28,724																																	
2000-01-01 22:45:00	1	FT	27,29																																	
2000-01-01 23:00:00	1	FT	25,946																																	
2000-01-01 23:15:00	1	FT	24,485																																	
2000-01-01 23:30:00	1	FT	23,093																																	
2000-01-01 23:45:00	1	FT	21,67																																	
2000-01-01 00:00:00	1	WT	20,126																																	
2000-01-01 00:15:00	1	WT	18,915																																	
2000-01-01 00:30:00	1	WT	17,959																																	
2000-01-01 00:45:00	1	WT	17,202																																	
2000-01-01 01:00:00	1	WT	16,612																																	
2000-01-01 01:15:00	1	WT	16,077																																	
2000-01-01 01:30:00	1	WT	15,796																																	
2000-01-01 01:45:00	1	WT	15,3																																	
2000-01-01 02:00:00	1	WT	15,287																																	
2000-01-01 02:15:00	1	WT	15,143																																	
2000-01-01 02:30:00	1	WT	15,025																																	
2000-01-01 02:45:00	1	WT	14,934																																	
2000-01-01 03:00:00	1	WT	15,018																																	
2000-01-01 03:15:00	1	WT	14,938																																	
2000-01-01 03:30:00	1	WT	14,943																																	
2000-01-01 03:45:00	1	WT	14,958																																	
2000-01-01 04:00:00	1	WT	15,216																																	
2000-01-01 04:15:00	1	WT	15,368																																	
2000-01-01 04:30:00	1	WT	15,674																																	
2000-01-01 04:45:00	1	WT	16,221																																	
2000-01-01 05:00:00	1	WT	16,82																																	
2000-01-01 05:15:00	1	WT	17,16																																	
2000-01-01 05:30:00	1	WT	18,039																																	
2000-01-01 05:45:00	1	WT	19,089																																	
2000-01-01 06:00:00	1	WT	20,971																																	
2000-01-01 06:15:00	1	WT	22,609																																	
2000-01-01 06:30:00	1	WT	23,816																																	
2000-01-01 06:45:00	1	WT	24,573																																	
2000-01-01 07:00:00	1	WT	25,042																																	
2000-01-01 07:15:00	1	WT	25,241																																	
2000-01-01 07:30:00	1	WT	25,078																																	
2000-01-01 07:45:00	1	WT	24,63																																	
2000-01-01 08:00:00	1	WT	23,976																																	
2000-01-01 08:15:00	1	WT	23,848																																	
2000-01-01 08:30:00	1	WT	23,238																																	
2000-01-01 08:45:00	1	WT	22,944																																	
2000-01-01 09:00:00	1	WT	22,673																																	
2000-01-01 09:15:00	1	WT	22,767																																	
2000-01-01 09:30:00	1	WT	22,682																																	
2000-01-01 09:45:00	1	WT	22,658																																	
2000-01-01 10:00:00	1	WT	22,558																																	
2000-01-01 10:15:00	1	WT	22,69																																	
2000-01-01 10:30:00	1	WT	22,964																																	
2000-01-01 10:45:00	1	WT	23,42																																	
2000-01-01 11:00:00	1	WT	24,061																																	
2000-01-01 11:15:00	1	WT	24,863																																	
2000-01-01 11:30:00	1	WT	25,576																																	
2000-01-01 11:45:00	1	WT	25,998																																	
2000-01-01 12:00:00	1	WT	26,174																																	
2000-01-01 12:15:00	1	WT	26,229																																	
2000-01-01 12:30:00	1	WT	26,313																																	
2000-01-01 12:45:00	1	WT	26,255																																	
2000-01-01 13:00:00	1	WT	26,138																																	
2000-01-01 13:15:00	1	WT	26,006																																	
2000-01-01 13:30:00	1	WT	26,094																																	
2000-01-01 13:45:00	1	WT	25,821																																	
2000-01-01 14:00:00	1	WT	25,455																																	
2000-01-01 14:15:00	1	WT	25,443																																	
2000-01-01 14:30:00	1	WT	25,311																																	
2000-01-01 14:45:00	1	WT	25,408																																	
2000-01-01 15:00:00	1	WT	25,858																																	
2000-01-01 15:15:00	1	WT	25,975																																	
2000-01-01 15:30:00	1	WT	26,285																																	
2000-01-01 15:45:00	1	WT	26,865																																	
2000-01-01 16:00:00	1	WT	28,065																																	
2000-01-01 16:15:00	1	WT	29,198																																	
2000-01-01 16:30:00	1	WT	30,509																																	
2000-01-01 16:45:00	1	WT	32,156																																	
2000-01-01 17:00:00	1	WT	34,769																																	
2000-01-01 17:15:00	1	WT	36,779																																	
2000-01-01 17:30:00	1	WT	38,382																																	
2000-01-01 17:45:00	1	WT	39,899																																	
2000-01-01 18:00:00	1	WT	40,96																																	
2000-01-01 18:15:00	1	WT	41,542																																	
2000-01-01 18:30:00	1	WT	41,918																																	
2000-01-01 18:45:00	1	WT	42,12																																	
2000-01-01 19:00:00	1	WT	41,957																																	
2000-01-01 19:15:00	1	WT	41,543																																	
2000-01-01 19:30:00	1	WT	41,007																																	
2000-01-01 19:45:00	1	WT	40,382																																	
2000-01-01 20:00:00	1	WT	39,532																																	
2000-01-01 20:15:00	1	WT	38,319																																	
2000-01-01 20:30:00	1	WT	36,864																																	
2000-01-01 20:45:00	1	WT	35,746																																	
2000-01-01 21:00:00	1	WT	34,904																																	
2000-01-01 21:15:00	1	WT	33,979																																	
2000-01-01 21:30:00	1	WT	32,907																																	
2000-01-01 21:45:00	1	WT	32,539																																	
2000-01-01 22:00:00	1	WT	32,068																																	
2000-01-01 22:15:00	1	WT	30,435																																	
2000-01-01 22:30:00	1	WT	28,895																																	
2000-01-01 22:45:00	1	WT	27,388																																	
2000-01-01 23:00:00	1	WT	26,006																																	
2000-01-01 23:15:00	1	WT	24,477																																	
2000-01-01 23:30:00	1	WT	23,115																																	
2000-01-01 23:45:00	1	WT	21,764																																	
2000-02-01 00:00:00	2	SA	22,247																																	
2000-02-01 00:15:00	2	SA	20,913																																	
2000-02-01 00:30:00	2	SA	20,014																																	
2000-02-01 00:45:00	2	SA	19,23																																	
2000-02-01 01:00:00	2	SA	18,547																																	
2000-02-01 01:15:00	2	SA	17,91																																	
2000-02-01 01:30:00	2	SA	17,457																																	
2000-02-01 01:45:00	2	SA	16,879																																	
2000-02-01 02:00:00	2	SA	16,723																																	
2000-02-01 02:15:00	2	SA	16,461																																	
2000-02-01 02:30:00	2	SA	16,292																																	
2000-02-01 02:45:00	2	SA	16,124																																	
2000-02-01 03:00:00	2	SA	16,131																																	
2000-02-01 03:15:00	2	SA	16,001																																	
2000-02-01 03:30:00	2	SA	15,955																																	
2000-02-01 03:45:00	2	SA	15,896																																	
2000-02-01 04:00:00	2	SA	16,055																																	
2000-02-01 04:15:00	2	SA	16																																	
2000-02-01 04:30:00	2	SA	16,029																																	
2000-02-01 04:45:00	2	SA	16,319																																	
2000-02-01 05:00:00	2	SA	16,316																																	
2000-02-01 05:15:00	2	SA	16,189																																	
2000-02-01 05:30:00	2	SA	16,318																																	
2000-02-01 05:45:00	2	SA	16,83																																	
2000-02-01 06:00:00	2	SA	17,853																																	
2000-02-01 06:15:00	2	SA	18,696																																	
2000-02-01 06:30:00	2	SA	19,843																																	
2000-02-01 06:45:00	2	SA	20,779																																	
2000-02-01 07:00:00	2	SA	22,409																																	
2000-02-01 07:15:00	2	SA	23,933																																	
2000-02-01 07:30:00	2	SA	25,589																																	
2000-02-01 07:45:00	2	SA	27,305																																	
2000-02-01 08:00:00	2	SA	28,918																																	
2000-02-01 08:15:00	2	SA	30,249																																	
2000-02-01 08:30:00	2	SA	30,952																																	
2000-02-01 08:45:00	2	SA	31,521																																	
2000-02-01 09:00:00	2	SA	32,089																																	
2000-02-01 09:15:00	2	SA	32,844																																	
2000-02-01 09:30:00	2	SA	33,29																																	
2000-02-01 09:45:00	2	SA	33,821																																	
2000-02-01 10:00:00	2	SA	34,244																																	
2000-02-01 10:15:00	2	SA	34,756																																	
2000-02-01 10:30:00	2	SA	35,179																																	
2000-02-01 10:45:00	2	SA	35,682																																	
2000-02-01 11:00:00	2	SA	36,633																																	
2000-02-01 11:15:00	2	SA	37,44																																	
2000-02-01 11:30:00	2	SA	38,26																																	
2000-02-01 11:45:00	2	SA	38,45																																	
2000-02-01 12:00:00	2	SA	37,755																																	
2000-02-01 12:15:00	2	SA	37,162																																	
2000-02-01 12:30:00	2	SA	36,506																																	
2000-02-01 12:45:00	2	SA	35,998																																	
2000-02-01 13:00:00	2	SA	35,484																																	
2000-02-01 13:15:00	2	SA	35,145																																	
2000-02-01 13:30:00	2	SA	34,935																																	
2000-02-01 13:45:00	2	SA	34,301																																	
2000-02-01 14:00:00	2	SA	33,945																																	
2000-02-01 14:15:00	2	SA	33,714																																	
2000-02-01 14:30:00	2	SA	33,627																																	
2000-02-01 14:45:00	2	SA	33,553																																	
2000-02-01 15:00:00	2	SA	33,571																																	
2000-02-01 15:15:00	2	SA	33,669																																	
2000-02-01 15:30:00	2	SA	33,588																																	
2000-02-01 15:45:00	2	SA	33,535																																	
2000-02-01 16:00:00	2	SA	33,829																																	
2000-02-01 16:15:00	2	SA	34,278																																	
2000-02-01 16:30:00	2	SA	34,786																																	
2000-02-01 16:45:00	2	SA	35,537																																	
2000-02-01 17:00:00	2	SA	36,862																																	
2000-02-01 17:15:00	2	SA	38,272																																	
2000-02-01 17:30:00	2	SA	39,983																																	
2000-02-01 17:45:00	2	SA	41,944																																	
2000-02-01 18:00:00	2	SA	43,379																																	
2000-02-01 18:15:00	2	SA	44,369																																	
2000-02-01 18:30:00	2	SA	44,427																																	
2000-02-01 18:45:00	2	SA	43,993																																	
2000-02-01 19:00:00	2	SA	43,492																																	
2000-02-01 19:15:00	2	SA	42,616																																	
2000-02-01 19:30:00	2	SA	41,705																																	
2000-02-01 19:45:00	2	SA	40,702																																	
2000-02-01 20:00:00	2	SA	39,696																																	
2000-02-01 20:15:00	2	SA	38,354																																	
2000-02-01 20:30:00	2	SA	36,831																																	
2000-02-01 20:45:00	2	SA	35,855																																	
2000-02-01 21:00:00	2	SA	35,117																																	
2000-02-01 21:15:00	2	SA	34,242																																	
2000-02-01 21:30:00	2	SA	33,268																																	
2000-02-01 21:45:00	2	SA	33,073																																	
2000-02-01 22:00:00	2	SA	32,964																																	
2000-02-01 22:15:00	2	SA	31,638																																	
2000-02-01 22:30:00	2	SA	30,534																																	
2000-02-01 22:45:00	2	SA	29,122																																	
2000-02-01 23:00:00	2	SA	27,753																																	
2000-02-01 23:15:00	2	SA	26,461																																	
2000-02-01 23:30:00	2	SA	25,252																																	
2000-02-01 23:45:00	2	SA	24,174																																	
2000-02-01 00:00:00	2	FT	23,03																																	
2000-02-01 00:15:00	2	FT	21,688																																	
2000-02-01 00:30:00	2	FT	20,821																																	
2000-02-01 00:45:00	2	FT	20,06																																	
2000-02-01 01:00:00	2	FT	19,356																																	
2000-02-01 01:15:00	2	FT	18,708																																	
2000-02-01 01:30:00	2	FT	18,112																																	
2000-02-01 01:45:00	2	FT	17,474																																	
2000-02-01 02:00:00	2	FT	17,413																																	
2000-02-01 02:15:00	2	FT	17,088																																	
2000-02-01 02:30:00	2	FT	16,829																																	
2000-02-01 02:45:00	2	FT	16,648																																	
2000-02-01 03:00:00	2	FT	16,613																																	
2000-02-01 03:15:00	2	FT	16,487																																	
2000-02-01 03:30:00	2	FT	16,328																																	
2000-02-01 03:45:00	2	FT	16,214																																	
2000-02-01 04:00:00	2	FT	16,231																																	
2000-02-01 04:15:00	2	FT	16,08																																	
2000-02-01 04:30:00	2	FT	16,161																																	
2000-02-01 04:45:00	2	FT	16,556																																	
2000-02-01 05:00:00	2	FT	16,616																																	
2000-02-01 05:15:00	2	FT	16,403																																	
2000-02-01 05:30:00	2	FT	16,554																																	
2000-02-01 05:45:00	2	FT	16,878																																	
2000-02-01 06:00:00	2	FT	17,584																																	
2000-02-01 06:15:00	2	FT	18,324																																	
2000-02-01 06:30:00	2	FT	19,174																																	
2000-02-01 06:45:00	2	FT	19,951																																	
2000-02-01 07:00:00	2	FT	21,397																																	
2000-02-01 07:15:00	2	FT	22,701																																	
2000-02-01 07:30:00	2	FT	24,679																																	
2000-02-01 07:45:00	2	FT	26,66																																	
2000-02-01 08:00:00	2	FT	28,564																																	
2000-02-01 08:15:00	2	FT	30,392																																	
2000-02-01 08:30:00	2	FT	31,606																																	
2000-02-01 08:45:00	2	FT	32,882																																	
2000-02-01 09:00:00	2	FT	34,004																																	
2000-02-01 09:15:00	2	FT	35,386																																	
2000-02-01 09:30:00	2	FT	36,527																																	
2000-02-01 09:45:00	2	FT	37,512																																	
2000-02-01 10:00:00	2	FT	38,359																																	
2000-02-01 10:15:00	2	FT	39,382																																	
2000-02-01 10:30:00	2	FT	40,243																																	
2000-02-01 10:45:00	2	FT	41,256																																	
2000-02-01 11:00:00	2	FT	42,744																																	
2000-02-01 11:15:00	2	FT	44,122																																	
2000-02-01 11:30:00	2	FT	44,96																																	
2000-02-01 11:45:00	2	FT	44,797																																	
2000-02-01 12:00:00	2	FT	43,398																																	
2000-02-01 12:15:00	2	FT	42,366																																	
2000-02-01 12:30:00	2	FT	41,088																																	
2000-02-01 12:45:00	2	FT	39,928																																	
2000-02-01 13:00:00	2	FT	38,624																																	
2000-02-01 13:15:00	2	FT	37,744																																	
2000-02-01 13:30:00	2	FT	37,059																																	
2000-02-01 13:45:00	2	FT	36,247																																	
2000-02-01 14:00:00	2	FT	35,544																																	
2000-02-01 14:15:00	2	FT	35,033																																	
2000-02-01 14:30:00	2	FT	34,699																																	
2000-02-01 14:45:00	2	FT	34,295																																	
2000-02-01 15:00:00	2	FT	34,063																																	
2000-02-01 15:15:00	2	FT	33,785																																	
2000-02-01 15:30:00	2	FT	33,547																																	
2000-02-01 15:45:00	2	FT	33,457																																	
2000-02-01 16:00:00	2	FT	33,589																																	
2000-02-01 16:15:00	2	FT	33,93																																	
2000-02-01 16:30:00	2	FT	34,605																																	
2000-02-01 16:45:00	2	FT	35,583																																	
2000-02-01 17:00:00	2	FT	36,984																																	
2000-02-01 17:15:00	2	FT	38,764																																	
2000-02-01 17:30:00	2	FT	40,531																																	
2000-02-01 17:45:00	2	FT	42,578																																	
2000-02-01 18:00:00	2	FT	44,502																																	
2000-02-01 18:15:00	2	FT	45,56																																	
2000-02-01 18:30:00	2	FT	45,793																																	
2000-02-01 18:45:00	2	FT	45,703																																	
2000-02-01 19:00:00	2	FT	44,974																																	
2000-02-01 19:15:00	2	FT	44,086																																	
2000-02-01 19:30:00	2	FT	43,093																																	
2000-02-01 19:45:00	2	FT	42,191																																	
2000-02-01 20:00:00	2	FT	41,22																																	
2000-02-01 20:15:00	2	FT	39,523																																	
2000-02-01 20:30:00	2	FT	37,758																																	
2000-02-01 20:45:00	2	FT	36,342																																	
2000-02-01 21:00:00	2	FT	35,355																																	
2000-02-01 21:15:00	2	FT	34,186																																	
2000-02-01 21:30:00	2	FT	33,043																																	
2000-02-01 21:45:00	2	FT	32,766																																	
2000-02-01 22:00:00	2	FT	32,038																																	
2000-02-01 22:15:00	2	FT	30,273																																	
2000-02-01 22:30:00	2	FT	28,667																																	
2000-02-01 22:45:00	2	FT	27,192																																	
2000-02-01 23:00:00	2	FT	25,939																																	
2000-02-01 23:15:00	2	FT	24,435																																	
2000-02-01 23:30:00	2	FT	23,081																																	
2000-02-01 23:45:00	2	FT	21,763																																	
2000-02-01 00:00:00	2	WT	20,279																																	
2000-02-01 00:15:00	2	WT	19,097																																	
2000-02-01 00:30:00	2	WT	18,22																																	
2000-02-01 00:45:00	2	WT	17,504																																	
2000-02-01 01:00:00	2	WT	16,932																																	
2000-02-01 01:15:00	2	WT	16,422																																	
2000-02-01 01:30:00	2	WT	16,191																																	
2000-02-01 01:45:00	2	WT	15,718																																	
2000-02-01 02:00:00	2	WT	15,76																																	
2000-02-01 02:15:00	2	WT	15,624																																	
2000-02-01 02:30:00	2	WT	15,535																																	
2000-02-01 02:45:00	2	WT	15,471																																	
2000-02-01 03:00:00	2	WT	15,553																																	
2000-02-01 03:15:00	2	WT	15,497																																	
2000-02-01 03:30:00	2	WT	15,522																																	
2000-02-01 03:45:00	2	WT	15,558																																	
2000-02-01 04:00:00	2	WT	15,845																																	
2000-02-01 04:15:00	2	WT	16,032																																	
2000-02-01 04:30:00	2	WT	16,342																																	
2000-02-01 04:45:00	2	WT	16,951																																	
2000-02-01 05:00:00	2	WT	17,561																																	
2000-02-01 05:15:00	2	WT	17,922																																	
2000-02-01 05:30:00	2	WT	18,82																																	
2000-02-01 05:45:00	2	WT	19,93																																	
2000-02-01 06:00:00	2	WT	21,877																																	
2000-02-01 06:15:00	2	WT	23,571																																	
2000-02-01 06:30:00	2	WT	24,854																																	
2000-02-01 06:45:00	2	WT	25,612																																	
2000-02-01 07:00:00	2	WT	25,863																																	
2000-02-01 07:15:00	2	WT	25,844																																	
2000-02-01 07:30:00	2	WT	25,419																																	
2000-02-01 07:45:00	2	WT	24,933																																	
2000-02-01 08:00:00	2	WT	24,316																																	
2000-02-01 08:15:00	2	WT	24,111																																	
2000-02-01 08:30:00	2	WT	23,498																																	
2000-02-01 08:45:00	2	WT	23,083																																	
2000-02-01 09:00:00	2	WT	22,81																																	
2000-02-01 09:15:00	2	WT	22,818																																	
2000-02-01 09:30:00	2	WT	22,707																																	
2000-02-01 09:45:00	2	WT	22,608																																	
2000-02-01 10:00:00	2	WT	22,388																																	
2000-02-01 10:15:00	2	WT	22,336																																	
2000-02-01 10:30:00	2	WT	22,572																																	
2000-02-01 10:45:00	2	WT	22,887																																	
2000-02-01 11:00:00	2	WT	23,652																																	
2000-02-01 11:15:00	2	WT	24,321																																	
2000-02-01 11:30:00	2	WT	24,965																																	
2000-02-01 11:45:00	2	WT	25,326																																	
2000-02-01 12:00:00	2	WT	25,36																																	
2000-02-01 12:15:00	2	WT	25,319																																	
2000-02-01 12:30:00	2	WT	25,225																																	
2000-02-01 12:45:00	2	WT	25,073																																	
2000-02-01 13:00:00	2	WT	24,856																																	
2000-02-01 13:15:00	2	WT	24,774																																	
2000-02-01 13:30:00	2	WT	24,732																																	
2000-02-01 13:45:00	2	WT	24,425																																	
2000-02-01 14:00:00	2	WT	23,98																																	
2000-02-01 14:15:00	2	WT	23,892																																	
2000-02-01 14:30:00	2	WT	23,777																																	
2000-02-01 14:45:00	2	WT	23,886																																	
2000-02-01 15:00:00	2	WT	24,258																																	
2000-02-01 15:15:00	2	WT	24,312																																	
2000-02-01 15:30:00	2	WT	24,493																																	
2000-02-01 15:45:00	2	WT	24,876																																	
2000-02-01 16:00:00	2	WT	25,8																																	
2000-02-01 16:15:00	2	WT	26,565																																	
2000-02-01 16:30:00	2	WT	27,47																																	
2000-02-01 16:45:00	2	WT	28,652																																	
2000-02-01 17:00:00	2	WT	30,62																																	
2000-02-01 17:15:00	2	WT	32,488																																	
2000-02-01 17:30:00	2	WT	34,477																																	
2000-02-01 17:45:00	2	WT	37,045																																	
2000-02-01 18:00:00	2	WT	39,35																																	
2000-02-01 18:15:00	2	WT	41,044																																	
2000-02-01 18:30:00	2	WT	42,029																																	
2000-02-01 18:45:00	2	WT	42,586																																	
2000-02-01 19:00:00	2	WT	42,553																																	
2000-02-01 19:15:00	2	WT	42,234																																	
2000-02-01 19:30:00	2	WT	41,657																																	
