timestamp	month	day_type	value_kWh
2000-02-01 06:00:00	2	FT	18,825
2000-02-01 06:15:00	2	FT	21,025
2000-02-01 06:30:00	2	FT	23,7
2000-02-01 06:45:00	2	FT	26,85
2000-02-01 07:00:00	2	FT	30,475
2000-02-01 07:15:00	2	FT	34,45
2000-02-01 07:30:00	2	FT	38,75
2000-02-01 07:45:00	2	FT	43,3
2000-02-01 08:00:00	2	FT	47,925
2000-02-01 08:15:00	2	FT	52,15
2000-02-01 08:30:00	2	FT	55,35
2000-02-01 08:45:00	2	FT	56,975
2000-02-01 09:00:00	2	FT	56,6
2000-02-01 09:15:00	2	FT	54,65
2000-02-01 09:30:00	2	FT	51,65
2000-02-01 09:45:00	2	FT	48,175
2000-02-01 10:00:00	2	FT	44,725
2000-02-01 10:15:00	2	FT	41,75
2000-02-01 10:30:00	2	FT	39,525
2000-02-01 10:45:00	2	FT	38,45
2000-02-01 11:00:00	2	FT	38,65
2000-02-01 11:15:00	2	FT	39,55
2000-02-01 11:30:00	2	FT	40,375
2000-02-01 11:45:00	2	FT	40,3
2000-02-01 12:00:00	2	FT	38,8
2000-02-01 12:15:00	2	FT	36,35
2000-02-01 12:30:00	2	FT	33,6
2000-02-01 12:45:00	2	FT	31,25
2000-02-01 13:00:00	2	FT	29,85
2000-02-01 13:15:00	2	FT	29,225
2000-02-01 13:30:00	2	FT	29,025
2000-02-01 13:45:00	2	FT	28,95
2000-02-01 14:00:00	2	FT	28,7
2000-02-01 14:15:00	2	FT	28,3
2000-02-01 14:30:00	2	FT	27,825
2000-02-01 14:45:00	2	FT	27,325
2000-02-01 15:00:00	2	FT	26,875
2000-02-01 15:15:00	2	FT	26,525
2000-02-01 15:30:00	2	FT	26,35
2000-02-01 15:45:00	2	FT	26,4
2000-02-01 16:00:00	2	FT	26,725
2000-02-01 16:15:00	2	FT	27,45
2000-02-01 16:30:00	2	FT	28,6
2000-02-01 16:45:00	2	FT	30,325
2000-02-01 17:00:00	2	FT	32,675
2000-02-01 17:15:00	2	FT	35,6
2000-02-01 17:30:00	2	FT	39,025
2000-02-01 17:45:00	2	FT	42,85
2000-02-01 18:00:00	2	FT	46,95
2000-02-01 18:15:00	2	FT	51,025
2000-02-01 18:30:00	2	FT	54,625
2000-02-01 18:45:00	2	FT	57,425
2000-02-01 19:00:00	2	FT	59,05
2000-02-01 19:15:00	2	FT	59,35
2000-02-01 19:30:00	2	FT	58,225
2000-02-01 19:45:00	2	FT	55,575
2000-02-01 20:00:00	2	FT	51,425
2000-02-01 20:15:00	2	FT	46,375
2000-02-01 20:30:00	2	FT	41,175
2000-02-01 20:45:00	2	FT	36,6
2000-02-01 21:00:00	2	FT	33,15
2000-02-01 21:15:00	2	FT	30,75
2000-02-01 21:30:00	2	FT	29,075
2000-02-01 21:45:00	2	FT	27,8
2000-02-01 22:00:00	2	FT	26,65
2000-02-01 22:15:00	2	FT	25,525
